,ts,id,Gx,Gy,Gz,Ax,Ay,Az
0,-0.331,IMU0,0.9146341463414634,0.853658536585366,0.30487804878048785,-0.0576171875,0.9921875,-0.04296875
1,-0.331,IMU1,0.0,0.3658536585365854,-0.1829268292682927,-0.0390625,0.998046875,-0.0830078125
2,-0.321,IMU0,0.9146341463414634,0.6707317073170732,0.24390243902439027,-0.0576171875,0.9921875,-0.0439453125
3,-0.321,IMU1,0.0,0.48780487804878053,-0.24390243902439027,-0.0380859375,0.9990234375,-0.0849609375
4,-0.311,IMU0,1.0975609756097562,0.6097560975609757,0.24390243902439027,-0.056640625,0.9931640625,-0.0419921875
5,-0.311,IMU1,-0.06097560975609757,0.6707317073170732,-0.24390243902439027,-0.037109375,0.998046875,-0.083984375
